,16.662002,10.319864,2.851306,200
,34.865163,15.39386,4.176709,300
,58.934985,20.035418,5.351704,400
,89.735581,25.754246,6.712814,500
,130.700772,37.245943,8.143466,600
,186.49835,37.59773,9.41909,700
,240.450479,41.198154,10.823944,800
,303.176948,48.288082,12.204399,900
,367.443749,55.859908,13.637337,1000
,436.787062,68.936605,14.990372,1100
,521.586199,75.26587,16.59308,1200
,608.819387,80.34067,17.942908,1300
,746.189151,83.705868,19.195809,1400
